id,name,characters,fontFamily,fontSize,positionX,positionY,width,height
1169:24702,Dark Blue - #002848,Dark Blue - #002848,Inter,16,9790,14424,161,19
1169:24703,Dark Gray 400 - #454e7c,Dark Gray 400 - #454e7c,Inter,16,10746,14429,196,19
1169:24704,Light Gray 500 - #bec3db,Light Gray 500 - #bec3db,Inter,16,10263,14501,199,19
1169:24705,Dark Gray 500 - #373e63,Dark Gray 500 - #373e63,Inter,16,10746,14501,197,19
1169:24706,Light Gray 600 - #b2b7d4,Light Gray 600 - #b2b7d4,Inter,16,10263,14573,199,19
1169:24707,Dark Gray 600 - #292f4a,Dark Gray 600 - #292f4a,Inter,16,10746,14573,192,19
1169:24708,Light Gray 700 - #a5accd,Light Gray 700 - #a5accd,Inter,16,10263,14645,195,19
1169:24709,Dark Gray 700 - #1b1f31,Dark Gray 700 - #1b1f31,Inter,16,10746,14645,185,19
1169:24710,Light Gray 800 - #98a0c6,Light Gray 800 - #98a0c6,Inter,16,10263,14717,199,19
1169:24711,Dark Gray 800 - #141724,Dark Gray 800 - #141724,Inter,16,10746,14717,192,19
1169:24712,Light Gray 900 - #8c94bf,Light Gray 900 - #8c94bf,Inter,16,10263,14789,196,19
1169:24713,Dark Gray 900 - #06070B,Dark Gray 900 - #06070B,Inter,16,10746,14789,198,19
1169:24714,Black - #000000,Black - #000000,Inter,16,10746,14896,130,19
I1169:24749;2919:262711,Tutorial Mode,Dark Mode,Inter,12,8272,17375,63,15
I1169:24749;2919:262714,Get to know our features,Get to know our features,Inter,14,8363,17376,167,17
I1169:24749;2919:262715,Select,Select ,Inter,14,8363,17353,44,17
I1169:24749;2919:262716,icon to,icon to ,Inter,14,8450,17353,46,17
1169:24752,To-Do Status,To-Do Status,Inter,12,8262.5,17469,82,15
1169:24754,100%,100%,Inter,16,8282.5,17427,42,19
1169:24756,Back,Back,Inter,16,8389.5849609375,16624,39,19
1169:24771,Authorization Accepted,Authorization Accepted ,Inter,12,8643.8203125,16675,141,15
1169:24772,Add Provider Data,Add Provider Data ,Inter,12,9041.91015625,16675,107,15
1169:24773,Review & Save,Review & Save,Inter,12,9563,16675,85,15
1169:24776,Delegated Provider,Delegated Provider,Inter,18,8399,16693,169,22
1169:24779,Intro,Intro,Inter,14,8399,16749.5,237,17
1169:24781,Credentialing Status,Credentialing Status,Inter,14,8399,16795.5,237,17
1169:24783,Personal Information,Personal Information,Inter,14,8399,16841.5,237,17
1169:24785,Demographics,Demographics,Inter,14,8399,16887.5,237,17
1169:24787,Specialties,Specialties,Inter,14,8399,16933.5,238,17
1169:24789,Professional IDs,Professional IDs,Inter,14,8399,16979.5,106,17
1169:24792,Education,Education,Inter,14,8399,17025.5,238,17
1169:24794,Professional Training,Professional Training,Inter,14,8399,17071.5,238,17
1169:24796,Hospital Affiliations,Hospital Affiliations,Inter,14,8399,17117.5,238,17
1169:24798,Professional Liability Insurance,Professional Liability Insurance,Inter,14,8399,17155,156,34
1169:24800,Assign Locations,Assign Locations,Inter,14,8399,17209.5,238,17
1169:24802,Assign Plans,Assign Plans,Inter,14,8399,17255.5,238,17
1169:24804,Plan Specific Data,Plan Specific Data,Inter,14,8399,17301.5,238,17
1169:24806,Summary,Summary,Inter,14,8399,17347.5,238,17
1169:24809,Professional Liability Insurance,Professional Liability Insurance,Inter,24,8642,16775.5,835,32
1169:24811,Save as Draft,Save as Draft,Inter,16,9529,16782,104,19
1169:24816,Received,Received,Inter,14,8642,16795,507,17
1169:24817,Actions,Actions,Inter,14,9261,16795,139,17
1169:24819,Policy Number *,Policy Number *,Inter,14,8642,16843,109,17
1169:24821,BA2323245|,BA2323245| ,Inter,16,8658,16877,98,19
1169:24823,Covered Practice Location,Covered Practice Location,Inter,14,8642,16931,177,17
1169:24825,Select all that apply,Select all that apply,Inter,16,8658,16965,504,19
1169:24829,Current Effective Date *,Current Effective Date *,Inter,14,8642,17019,160,17
1169:24831,01/13/23,01/13/23,Inter,16,8658,17053,214,19
1169:24834,Current Expiration Date *,Current Expiration Date *,Inter,14,8932,17019,168,17
1169:24836,mm/dd/yyyy,mm/dd/yyyy,Inter,16,8948,17053,214,19
1169:24840,Original Effective Date,Original Effective Date,Inter,14,8642,17107,150,17
1169:24842,mm/dd/yyyy,mm/dd/yyyy,Inter,16,8658,17141,214,19
1169:24845,Retroactive Expiration Date,Retroactive Expiration Date,Inter,14,8932,17107,183,17
1169:24847,mm/dd/yyyy,mm/dd/yyyy,Inter,16,8948,17141,214,19
1169:24851,Renewal Date,Renewal Date,Inter,14,8642,17195,92,17
1169:24853,mm/dd/yyyy,mm/dd/yyyy,Inter,16,8658,17229,214,19
1169:24858,Carrier/Self Insured Name *,Carrier/Self Insured Name *,Inter,14,8642,17283,185,17
1169:24860,Example Name,Example Name,Inter,16,8658,17317,214,19
1169:24867,Back,Back,Inter,16,8692.5849609375,17415,39,19
1169:24871,Next,Next,Inter,16,8811,17415,37,19
1169:24874,File Viewer,File Viewer,Inter,20,9280,16876,109,24
1169:24881,File Name PLI.PDF,File Name PLI.PDF,Inter,16,9280,17349,140,19
I1169:24908;1231:59477,Search,Search ,Inter,18,8906.4443359375,16537,60,22
1169:24910,Help,Help,Inter,16,9551,16536.5,36,19
1169:24912,KP,KP,Inter,16,9627.5,16536.5,21,19
1169:24918,Back,Back,Inter,16,10551.5849609375,16624,39,19
1169:24955,Tutorial Mode,Dark Mode,Inter,12,10434,17375,63,15
1169:24958,Get to know our features,Get to know our features,Inter,14,10525,17376,167,17
1169:24959,Select,Select ,Inter,14,10525,17353,44,17
1169:24960,icon to,icon to ,Inter,14,10612,17353,46,17
1169:24969,To-Do Status,To-Do Status,Inter,12,10424.5,17469,82,15
1169:24971,100%,100%,Inter,16,10444,17427,43,19
1169:24985,Authorization Accepted,Authorization Accepted ,Inter,12,10805.8203125,16675,141,15
1169:24986,Add Provider Data,Add Provider Data ,Inter,12,11203.91015625,16675,107,15
1169:24987,Review & Save,Review & Save,Inter,12,11725,16675,85,15
1169:24990,Delegated Provider,Delegated Provider,Inter,18,10561,16693,169,22
1169:24993,Intro,Intro,Inter,14,10561,16749.5,237,17
1169:24995,Credentialing Status,Credentialing Status,Inter,14,10561,16795.5,237,17
1169:24997,Personal Information,Personal Information,Inter,14,10561,16841.5,237,17
1169:24999,Demographics,Demographics,Inter,14,10561,16887.5,237,17
1169:25001,Specialties,Specialties,Inter,14,10561,16933.5,238,17
1169:25003,Professional IDs,Professional IDs,Inter,14,10561,16979.5,106,17
1169:25006,Education,Education,Inter,14,10561,17025.5,238,17
1169:25008,Professional Training,Professional Training,Inter,14,10561,17071.5,238,17
1169:25010,Hospital Affiliations,Hospital Affiliations,Inter,14,10561,17117.5,238,17
1169:25012,Professional Liability Insurance,Professional Liability Insurance,Inter,14,10561,17155,156,34
1169:25014,Assign Locations,Assign Locations,Inter,14,10561,17209.5,238,17
1169:25016,Assign Plans,Assign Plans,Inter,14,10561,17255.5,238,17
1169:25018,Plan Specific Data,Plan Specific Data,Inter,14,10561,17301.5,238,17
1169:25020,Summary,Summary,Inter,14,10561,17347.5,238,17
1169:25023,Professional Liability Insurance,Professional Liability Insurance,Inter,24,10804,16775.5,835,32
1169:25025,Save as Draft,Save as Draft,Inter,16,11691,16782,104,19
1169:25030,Received,Received,Inter,14,10804,16795,507,17
1169:25031,Actions,Actions,Inter,14,11423,16795,139,17
1169:25032,Policy Number *,Policy Number *,Inter,14,10804,16843,109,17
1169:25034,BA2323245|,BA2323245|,Inter,16,10820,16877,98,19
1169:25037,Covered Practice Location,Covered Practice Location,Inter,14,10804,16931,177,17
1169:25039,Select all that apply,Select all that apply,Inter,16,10820,16965,504,19
1169:25043,Current Effective Date *,Current Effective Date *,Inter,14,10804,17019,160,17
1169:25045,01/13/23,01/13/23,Inter,16,10820,17053,214,19
1169:25048,Current Expiration Date *,Current Expiration Date *,Inter,14,11094,17019,168,17
1169:25050,mm/dd/yyyy,mm/dd/yyyy,Inter,16,11110,17053,214,19
1169:25054,Original Effective Date,Original Effective Date,Inter,14,10804,17107,150,17
1169:25056,mm/dd/yyyy,mm/dd/yyyy,Inter,16,10820,17141,214,19
1169:25059,Retroactive Expiration Date,Retroactive Expiration Date,Inter,14,11094,17107,183,17
1169:25061,mm/dd/yyyy,mm/dd/yyyy,Inter,16,11110,17141,214,19
1169:25065,Renewal Date,Renewal Date,Inter,14,10804,17195,92,17
1169:25067,mm/dd/yyyy,mm/dd/yyyy,Inter,16,10820,17229,214,19
1169:25072,Carrier/Self Insured Name *,Carrier/Self Insured Name *,Inter,14,10804,17283,185,17
1169:25074,Example Name,Example Name,Inter,16,10820,17317,214,19
1169:25081,Back,Back,Inter,16,10854.5849609375,17415,39,19
1169:25085,Next,Next,Inter,16,10973,17415,37,19
1169:25088,File Viewer,File Viewer,Inter,20,11442,16876,109,24
1169:25095,File Name PLI.PDF,File Name PLI.PDF,Inter,16,11442,17349,140,19
I1169:25122;1231:59477,Search,Search ,Inter,18,11068.4443359375,16537,60,22
1169:25124,Help,Help,Inter,16,11713,16536.5,36,19
1169:25126,KP,KP,Inter,16,11789.5,16536.5,21,19
1169:25130,Hue 196,Hue 196,Inter,12,9621,14213,49,15
1169:25131,Hue 207,Hue 207,Inter,12,9621,14278,50,15
1169:25132,Hue 207,Hue 207,Inter,12,9621,14343,50,15
1169:25133,Hue 207,Hue 207,Inter,12,9621,14408,50,15
50:7105,See All Upcoming,See All Upcoming,Inter,14,850.5693359375,381,122.93673706054688,17
50:7106,13 Days until your directory confirmation expires.,13 Days until your directory confirmation expires.,Inter,16,682.8389892578125,423,760.5408325195312,19
50:7109,Expirations,Expirations,Inter,18,682.8389892578125,376,102.10000610351562,22
50:7110,Updated : Today 12:01 AM,Updated : Today 12:01 AM,Lato,14,1495.46875,381,171.903076171875,17
50:7113,6 Credentialing fields flagged for review.,6 Credentialing fields flagged for review.,Inter,16,682.8389892578125,549,760.5408325195312,19
50:7114,4 Directory fields flagged for review.,4 Directory fields flagged for review.,Inter,16,682.8389892578125,588,760.5408325195312,19
50:7117,Surrogate Activity,Surrogate Activity,Inter,18,682.8389892578125,502,164.61019897460938,22
50:7118,Updated : Today 2:15 PM,Updated : Today 2:15 PM,Lato,14,1504.842529296875,507,162.52651977539062,17
50:7121,3 Messages from CAQH,"3 Messages from CAQH
",Inter,16,682.8389892578125,781,271.91937255859375,22
50:7122,You have made changes to your profile since your last attestation. You must attest for Participating Organizations to see your updated data.,You have made changes to your profile since your last attestation. You must attest for Participating Organizations to see your updated data.,Inter,16,682.8389892578125,723,965.7826538085938,38
50:7125,System Notifications,System Notifications,Inter,18,682.8389892578125,676,189.61428833007812,22
50:7126,Updated : Today 2:15 PM,Updated : Today 2:15 PM,Lato,14,1504.842529296875,681,162.52651977539062,17
50:7129,1 Group has sent a request to authorize their plan.,1 Group has sent a request to authorize their plan. ,Inter,16,682.8389892578125,910,965.7826538085938,19
50:7132,My Data Activity,My Data Activity,Inter,18,682.8389892578125,863,150.02447509765625,22
50:7133,Updated : Today 2:15 PM,Updated : Today 2:15 PM,Lato,14,1504.842529296875,868,162.52651977539062,17
50:7134,Notifications,Notifications ,Inter,24,662,307.92755126953125,175.39840698242188,27.60997772216797
50:7135,See All,See All,Inter,16,1630,307.92755126953125,53,21.946731567382812
50:7138,Download State Application,Download State Application,Inter,16,154.70462036132812,988,215,19
50:7140,Include Supporting Documents,Include Supporting Documents,Inter,16,354.99945068359375,1059,237,19
50:7145,--Select--,--Select--,Inter,14,161.64683532714844,1059,69,17
50:7146,Select State:,Select State:,Inter,14,154.70542907714844,1030,87,17
50:7149,Button,Download,Inter,16,501,996.5,78,19
50:7160,Missing Required Fields,Missing Required Fields,Inter,16,237.99984741210938,414.81939697265625,181,19
50:7162,12,12,Inter,24,186.82406616210938,409.81939697265625,27,29
50:7169,Missing Required Document,Missing Required Document,Inter,16,237.99984741210938,485.81939697265625,215,19
50:7171,1,1,Inter,24,193.82406616210938,480.81939697265625,12,29
50:7178,Resolve Credentialing Flags,Resolve Credentialing Flags,Inter,16,237.99984741210938,556.8193969726562,212,19
50:7180,6,6,Inter,24,191.82406616210938,551.8193969726562,16,29
50:7187,Resolve Directory Flags,Resolve Directory Flags,Inter,16,237.99984741210938,627.8193969726562,181,19
50:7189,4,4,Inter,24,191.82406616210938,622.8193969726562,16,29
50:7196,Begin Directory Data,Begin Directory Data,Inter,16,237.99984741210938,698.8193969726562,324,19
50:7198,1,1,Inter,24,193.82406616210938,693.8193969726562,12,29
50:7205,Reconcile Data,Reconcile Data,Inter,16,237.99984741210938,769.8193969726562,115,19
50:7207,4,4,Inter,24,191.82406616210938,764.8193969726562,16,29
50:7208,See All,See All,Inter,16,529,308.0447998046875,53,22.03273582458496
50:7209,Estimated Completion Time: 1hr 15 min,Estimated Completion Time: 1hr 15 min,Inter,14,160.82421875,352.11004638671875,258,17.025297164916992
50:7210,To Do (29),To Do (29) ,Inter,24,160.82421875,308.0447998046875,120,29.043153762817383
50:7214,View Summary,View Summary,Inter,16,840,226,115,22
50:7218,Progress: 88%,Progress: 88%,Inter,18,652,176,126,22
50:7219,Last Attested 12/21/23,Last Attested 12/21/23,Inter,14,993,182,150,17
I50:7220;2:1119,Button,Continue,Inter,16,1033,137.5,71,19
50:7222,Credentialing Application,Credentialing Application,Inter,20,653,134,246,24
50:7225,View Summary,View Summary,Inter,16,1390,226,115,22
50:7229,Progress: 0%,Progress: 0%,Inter,18,1202,176,115,22
50:7230,Last Confirmed --/--/--,Last Confirmed --/--/--,Inter,14,1539,182,154,17
I50:7231;2:1119,Button,Begin,Inter,16,1596.5,137.5,44,19
50:7233,Directory Information,Directory Information,Inter,20,1203,134,207,24
50:7235,CAQH ID: 1726389,CAQH ID: 1726389,Inter,20,158,137,361,24
50:7236,"Good Morning, Kendra Patel","Good Morning,  Kendra Patel ",Inter,26,158,191,361,31
50:7241,To Do Status,To Do Status,Inter,12,29,1072,78,15
50:7243,65%,65%,Inter,26,41,1019,56,31
I50:7244;2919:262711,Tutorial Mode,Tutorial Mode,Inter,12,27,956,79,15
I50:7244;2919:262714,Get to know our features,Get to know our features,Inter,14,126,957,167,17
I50:7244;2919:262715,Select,Select ,Inter,14,126,934,44,17
I50:7244;2919:262716,icon to,icon to ,Inter,14,213,934,46,17
50:7249,Home,Home,Inter,12,49.5,174,35,15
50:7253,Notifications,Notifications ,Inter,12,30.5,273.013671875,73,15
50:7258,My Profile,My Profile,Inter,12,38,376.013671875,58,15
50:7264,Directory,Directory,Inter,12,40,475.02734375,54,15
50:7267,Documents,Documents,Inter,12,34,580.1328125,66,14
50:7270,Authorize,Authorize,Inter,12,39,678.240234375,56,15
50:7280,KP,KP,Inter,26,1650,33,35,31
50:7283,Help Chat,Help Chat,Inter,16,1443,40,77,19
I50:7286;1231:59477,Search,Search ,Inter,18,671.4444580078125,37,60,22
50:7303,Log Out,Log Out,Inter,16,1484,1052,61,19
50:7304,Maintenance Schedule,"© 2025 CAQH. All rights reserved.
Weekly Maintenance Window: Sundays, 12:00 AM - 8:00 AM ET
Monthly Deployment Window: Mondays, 12:00 AM - 8:00 AM ET
(Deployment on Tuesday for Federal Holidays)
CAQH solutions will be unavailable during all times above, including the APIs and sFTP.",Inter,12,1329,887,369,110
50:7306,Profile Details,Profile Details,Inter,16,1329,272,225,19
50:8158,Manage Security Settings,Manage Security Settings,Inter,16,1329,319,225,19
50:7309,CAQH.org,CAQH.org,Inter,16,1329,366,225,19
50:7310,Terms of Service,Terms of Service,Inter,16,1329,413,225,19
50:7311,Privacy,Privacy,Inter,16,1329,460,225,19
I50:8963;642:114426;11436:165289,Label,Dark Mode,Inter,16,1387,514,84,24
50:7329,CAQH ID: 1726389,CAQH ID: 1726389,Inter,16,1208,38,145,19
50:7326,Kendra Patel,Kendra Patel,Inter,24,1331,179,144,29
50:7327,Practitioner,Practitioner,Inter,14,1331,216,144,24
50:16073,See All Upcoming,See All Upcoming,Inter,14,4494.5693359375,381,122.93673706054688,17
50:16074,13 Days until your directory confirmation expires.,13 Days until your directory confirmation expires.,Inter,16,4326.8388671875,423,760.5408325195312,19
50:16077,Expirations,Expirations,Inter,18,4326.8388671875,376,102.10000610351562,22
50:16078,Updated : Today 12:01 AM,Updated : Today 12:01 AM,Lato,14,5139.46875,381,171.903076171875,17
50:16081,6 Credentialing fields flagged for review.,6 Credentialing fields flagged for review.,Inter,16,4326.8388671875,549,760.5408325195312,19
50:16082,4 Directory fields flagged for review.,4 Directory fields flagged for review.,Inter,16,4326.8388671875,588,760.5408325195312,19
50:16085,Surrogate Activity,Surrogate Activity,Inter,18,4326.8388671875,502,164.61019897460938,22
50:16086,Updated : Today 2:15 PM,Updated : Today 2:15 PM,Lato,14,5148.84228515625,507,162.52651977539062,17
50:16089,3 Messages from CAQH,"3 Messages from CAQH
",Inter,16,4326.8388671875,781,271.91937255859375,22
50:16090,You have made changes to your profile since your last attestation. You must attest for Participating Organizations to see your updated data.,You have made changes to your profile since your last attestation. You must attest for Participating Organizations to see your updated data.,Inter,16,4326.8388671875,723,965.7826538085938,38
50:16093,System Notifications,System Notifications,Inter,18,4326.8388671875,676,189.61428833007812,22
50:16094,Updated : Today 2:15 PM,Updated : Today 2:15 PM,Lato,14,5148.84228515625,681,162.52651977539062,17
50:16097,1 Group has sent a request to authorize their plan.,1 Group has sent a request to authorize their plan. ,Inter,16,4326.8388671875,910,965.7826538085938,19
50:16100,My Data Activity,My Data Activity,Inter,18,4326.8388671875,863,150.02447509765625,22
50:16101,Updated : Today 2:15 PM,Updated : Today 2:15 PM,Lato,14,5148.84228515625,868,162.52651977539062,17
50:16102,Notifications,Notifications ,Inter,24,4306,307.92755126953125,175.39840698242188,27.60997772216797
50:16103,See All,See All,Inter,16,5274,307.92755126953125,53,21.946731567382812
50:16106,Download State Application,Download State Application,Inter,16,3798.70458984375,988,215,19
50:16108,Include Supporting Documents,Include Supporting Documents,Inter,16,3998.99951171875,1059,237,19
50:16113,--Select--,--Select--,Inter,14,3805.646728515625,1059,69,17
50:16114,Select State:,Select State:,Inter,14,3798.705322265625,1030,87,17
50:16117,Button,Download,Inter,16,4145,996.5,78,19
50:16128,Missing Required Fields,Missing Required Fields,Inter,16,3881.999755859375,414.81939697265625,181,19
50:16130,12,12,Inter,24,3830.823974609375,409.81939697265625,27,29
50:16137,Missing Required Document,Missing Required Document,Inter,16,3881.999755859375,485.81939697265625,215,19
50:16139,1,1,Inter,24,3837.823974609375,480.81939697265625,12,29
50:16146,Resolve Credentialing Flags,Resolve Credentialing Flags,Inter,16,3881.999755859375,556.8193969726562,212,19
50:16148,6,6,Inter,24,3835.823974609375,551.8193969726562,16,29
50:16155,Resolve Directory Flags,Resolve Directory Flags,Inter,16,3881.999755859375,627.8193969726562,181,19
50:16157,4,4,Inter,24,3835.823974609375,622.8193969726562,16,29
50:16164,Begin Directory Data,Begin Directory Data,Inter,16,3881.999755859375,698.8193969726562,324,19
50:16166,1,1,Inter,24,3837.823974609375,693.8193969726562,12,29
50:16173,Reconcile Data,Reconcile Data,Inter,16,3881.999755859375,769.8193969726562,115,19
